runId,전략,코인페어,타임프레임,시작일,종료일,초기자금,슬리피지(%),수수료(%),Walk-Forward,WF학습종료일,WF테스트종료일,세그먼트,총수익률(%),승률(%),최대낙폭(%),샤프비율,소르티노비율,칼마비율,손익비,회복계수,총거래,승리거래,패배거래,평균수익(%),평균손실(%),최대연속손실,생성일시
50,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-AXL,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,6.33,8.86,-24.08,0.4013,1.3942,0.362,11.2941,0.2629,79,7,72,9.6,-0.85,32,2026-04-23 17:08
49,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-ADA,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-74.01,8.4,-75.12,-1.3065,-2.7418,-0.3637,6.8605,-0.9852,524,44,480,2.95,-0.43,45,2026-04-23 17:07
48,COMPOSITE_BREAKOUT,KRW-XRP,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-4.45,9.02,-34.6,0.0617,0.1993,-0.0311,9.9011,-0.1286,244,22,222,9.01,-0.91,26,2026-04-23 17:00
47,COMPOSITE_BREAKOUT,KRW-XLM,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-30.21,9.92,-30.21,-0.3828,-0.9114,-0.272,6.5761,-1,131,13,118,6.05,-0.92,26,2026-04-23 16:55
46,COMPOSITE_BREAKOUT,KRW-SUPER,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-8.11,17.65,-25.67,-0.0434,-0.0809,-0.7336,4.1579,-0.3159,34,6,28,11.06,-2.66,8,2026-04-23 16:51
45,COMPOSITE_BREAKOUT,KRW-SENT,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-15.96,8.33,-24.71,-2.6617,-4.0843,-2.7174,3.8933,-0.6459,12,1,11,8.76,-2.25,11,2026-04-23 16:51
44,COMPOSITE_BREAKOUT,KRW-NEWT,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-14.27,10.53,-14.27,-0.8667,-1.538,-1.3165,5.6693,-1,38,4,34,7.2,-1.27,14,2026-04-23 16:51
43,COMPOSITE_BREAKOUT,KRW-FLOCK,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-15.09,15.22,-30.89,-0.5279,-0.8497,-0.8576,4.4415,-0.4885,46,7,39,8.35,-1.88,16,2026-04-23 16:50
42,COMPOSITE_BREAKOUT,KRW-CHZ,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-63.61,7.43,-65.4,-1.2039,-2.1884,-0.3248,6.2941,-0.9726,202,15,187,4.28,-0.68,37,2026-04-23 16:49
41,COMPOSITE_BREAKOUT,KRW-CFG,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-6.84,18.75,-14.25,-1.1833,-2.2202,-4.2291,3.4559,-0.48,16,3,13,9.02,-2.61,4,2026-04-23 16:45
40,COMPOSITE_BREAKOUT,KRW-ADA,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-14.98,9.34,-27.94,-0.0754,-0.2522,-0.1377,8.5263,-0.5361,182,17,165,6.48,-0.76,23,2026-04-23 16:45
39,COMPOSITE_BREAKOUT,KRW-BLUR,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-65.18,5.17,-65.18,-2.1507,-2.9151,-0.4919,5.1807,-1,116,6,110,4.3,-0.83,34,2026-04-23 15:32
38,COMPOSITE_BREAKOUT,KRW-IP,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-15.15,13.85,-32,-0.4149,-0.9114,-0.7254,5.2083,-0.4734,65,9,56,8.75,-1.68,18,2026-04-23 15:30
37,COMPOSITE_BREAKOUT,KRW-AXL,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-17.73,7.41,-24.36,-1.0431,-1.7423,-0.9675,6.1079,-0.7278,27,2,25,8.49,-1.39,17,2026-04-23 15:29
36,COMPOSITE_BREAKOUT,KRW-DOGE,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-47.49,8.81,-55.61,-0.7225,-1.5315,-0.2557,7.137,-0.854,227,20,207,5.21,-0.73,24,2026-04-23 15:28
35,COMPOSITE_BREAKOUT,KRW-SOL,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-18.6,10.29,-40.19,-0.0902,-0.2413,-0.1192,7.9158,-0.4628,243,25,218,7.52,-0.95,37,2026-04-23 15:24
34,COMPOSITE_BREAKOUT,KRW-BIO,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-13.81,10.34,-33.12,-0.386,-1.1829,-0.9423,5.878,-0.417,29,3,26,9.64,-1.64,22,2026-04-23 15:19
33,COMPOSITE_BREAKOUT,KRW-USDT,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-7.84,5.56,-9.3,-0.6819,-1.5593,-0.4845,10.1897,-0.843,36,2,34,5.91,-0.58,16,2026-04-23 15:19
32,COMPOSITE_BREAKOUT,KRW-XRP,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-4.45,9.02,-34.6,0.0617,0.1993,-0.0311,9.9011,-0.1286,244,22,222,9.01,-0.91,26,2026-04-23 15:17
31,COMPOSITE_BREAKOUT,KRW-ETH,M15,2022-01-01 0:00,2026-04-23 0:00,10000000,0.1,0.05,FALSE,,,FULL,-16.52,9.02,-39.04,-0.1526,-0.4181,-0.1086,9.1358,-0.4232,255,23,232,7.4,-0.81,39,2026-04-23 15:07
30,COMPOSITE_BREAKOUT,KRW-BTC,M15,2022-01-01 0:00,2026-03-31 0:00,10000000,0.1,0.05,FALSE,,,FULL,-19.25,11.56,-29.58,-0.2429,-0.6297,-0.1665,6.8095,-0.6508,294,34,260,4.29,-0.63,31,2026-04-23 1:43
