runId,전략,코인페어,타임프레임,시작일,종료일,초기자금,슬리피지(%),수수료(%),Walk-Forward,WF학습종료일,WF테스트종료일,세그먼트,총수익률(%),승률(%),최대낙폭(%),샤프비율,소르티노비율,칼마비율,손익비,회복계수,총거래,승리거래,패배거래,평균수익(%),평균손실(%),최대연속손실,생성일시
103,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-ADA,H1,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-10.2300,10.63,-35.0600,-0.0623,-0.1625,-0.0725,7.8704,-0.2918,160,17,143,8.5000,-1.0800,30,2026-04-24 09:13:01
102,FAIR_VALUE_GAP,KRW-XRP,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-99.9000,15.76,-99.9000,-3.7107,-6.0854,-0.8054,3.1111,-1.0000,2824,445,2379,0.2800,-0.0900,35,2026-04-23 19:22:48
101,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-XRP,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-60.6400,8.72,-66.6100,-1.1339,-2.6471,-0.2980,6.0513,-0.9104,413,36,377,2.3600,-0.3900,60,2026-04-23 19:22:01
100,FAIR_VALUE_GAP,KRW-XLM,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-99.9400,12.12,-99.9400,-4.8250,-7.3157,-0.8732,1.8571,-1.0000,2162,262,1900,0.1300,-0.0700,42,2026-04-23 19:19:26
99,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-XLM,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-92.4200,7.14,-93.8900,-2.4784,-4.1754,-0.4879,5.6154,-0.9843,686,49,637,1.4600,-0.2600,49,2026-04-23 19:18:41
98,FAIR_VALUE_GAP,KRW-USDT,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-53.2800,11.52,-53.2800,-5.3535,-6.7556,-0.6470,1.5714,-1.0000,217,25,192,0.5500,-0.3500,42,2026-04-23 19:16:05
97,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-USDT,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-43.7900,12.71,-44.1100,-5.7714,-6.3317,-0.6233,1.3714,-0.9927,181,23,158,0.4800,-0.3500,19,2026-04-23 19:15:48
96,FAIR_VALUE_GAP,KRW-SUPER,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-86.5000,15.54,-88.3500,-4.3162,-7.5552,-1.1128,3.5366,-0.9791,727,113,614,1.4500,-0.4100,44,2026-04-23 19:14:40
95,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-SUPER,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,19.1300,8.89,-21.6700,0.8238,4.3515,2.5339,14.7619,0.8828,45,4,41,15.5000,-1.0500,24,2026-04-23 19:14:34
94,FAIR_VALUE_GAP,KRW-SOL,M15,2022-01-01 00:00:00,2026-04-23 00:00:00,10000000.00,0.100,0.050,false,,,FULL,-99.9400,16.78,-99.9400,-4.6312,-6.5451,-0.9106,2.6250,-1.0000,2998,503,2495,0.2100,-0.0800,41,2026-04-23 19:14:14
