tradeId,runId,전략,코인페어,타임프레임,방향,체결가,수량,수수료,슬리피지,손익,누적손익,신호이유,시장레짐,체결일시
71523,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,BUY,1036.03500000,7729.46859903,4004.00000000,0.10000000,0E-8,0E-8,[TREND] STRONG_BUY score=0.62 [MACD:BUY(94) SUPERTREND:BUY(50) GRID:SELL(100)],TREND,2022-01-02 05:15:00
71524,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,SELL,1025.88309000,7729.46859903,3964.76556522,0.10000000,-86437.63513040,-86437.63513040,손절 — 저가 1025.00000000 ≤ SL 1026.91000000,TREND,2022-01-02 09:00:00
67025,416,COMPOSITE_REGIME_ROUTER,KRW-AAVE,M15,BUY,345144.80000000,23.20185615,4004.00000026,0.10000000,0E-8,0E-8,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-03 19:15:00
67026,416,COMPOSITE_REGIME_ROUTER,KRW-AAVE,M15,SELL,342625.03200000,23.20185615,3974.76835293,0.10000000,-66442.06302056,-66442.06302056,손절 — 저가 342000.00000000 ≤ SL 342968.00000000,TREND,2022-01-03 20:30:00
71525,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,BUY,1021.02000000,7775.34313725,3969.39042500,0.10000000,0E-8,-86437.63513040,[TREND] BUY score=0.50 [MACD:BUY(100) SUPERTREND:SELL(25) GRID:HOLD(0)],TREND,2022-01-04 23:00:00
71526,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,SELL,1015.92306000,7775.34313725,3949.57519627,0.10000000,-47549.42307125,-133987.05820164,손절 — 저가 1015.00000000 ≤ SL 1016.94000000,TREND,2022-01-05 00:45:00
60983,319,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-CHZ,H1,BUY,360.36000000,22222.22222222,4004.00000000,0.10000000,0E-8,0E-8,BUY score=0.46 [MACD:HOLD(0) VWAP:BUY(100) GRID:BUY(80)],TREND,2022-01-06 05:00:00
60984,319,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-CHZ,H1,SELL,342.62503200,22222.22222222,3806.94480000,0.10000000,-401921.34479996,-401921.34479996,손절 — 저가 328.00000000 ≤ SL 342.96800000,TREND,2022-01-06 07:00:00
67459,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,BUY,1561.56000000,5128.20512821,4004.00000000,0.10000000,0E-8,0E-8,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:SELL(70)],TREND,2022-01-07 05:30:00
67460,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,SELL,1553.76468000,5128.20512821,3984.01200000,0.10000000,-47964.01200004,-47964.01200004,손절 — 저가 1555.00000000 ≤ SL 1555.32000000,TREND,2022-01-07 10:15:00
71527,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,BUY,952.95200000,8290.76680672,3950.35140500,0.10000000,0E-8,-133987.05820164,[TREND] BUY score=0.50 [MACD:BUY(100) SUPERTREND:SELL(16) GRID:SELL(70)],TREND,2022-01-08 06:45:00
71528,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,SELL,937.23882300,8290.76680672,3885.21426185,0.10000000,-138109.85196657,-272096.91016821,손절 — 저가 937.00000000 ≤ SL 938.17700000,TREND,2022-01-08 07:30:00
67461,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,BUY,1481.48000000,5379.47905405,3984.79531450,0.10000000,0E-8,-47964.01200004,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:SELL(100)],TREND,2022-01-12 13:00:00
67462,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,SELL,1464.12441000,5379.47905405,3938.11329806,0.10000000,-101286.94148824,-149250.95348828,손절 — 저가 1465.00000000 ≤ SL 1465.59000000,TREND,2022-01-12 13:45:00
69383,424,COMPOSITE_REGIME_ROUTER,KRW-DOGE,M15,BUY,190.19000000,42105.26315789,4004.00000000,0.10000000,0E-8,0E-8,[TREND] STRONG_BUY score=0.80 [MACD:BUY(100) SUPERTREND:BUY(100) GRID:HOLD(0)],TREND,2022-01-12 20:45:00
68719,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,BUY,333.33300000,24024.02402402,4004.00000000,0.10000000,0E-8,0E-8,[TREND] BUY score=0.54 [MACD:BUY(78) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-12 21:15:00
68720,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,SELL,331.66899900,24024.02402402,3984.01200000,0.10000000,-47964.01199999,-47964.01199999,손절 — 저가 332.00000000 ≤ SL 332.00100000,TREND,2022-01-13 00:30:00
68721,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,BUY,337.33700000,23625.01186944,3984.79531450,0.10000000,0E-8,-47964.01199999,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-13 06:45:00
67463,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,BUY,1606.60500000,4910.03052960,3944.23979950,0.10000000,0E-8,-149250.95348828,[TREND] BUY score=0.51 [MACD:BUY(71) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-13 09:15:00
68722,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,SELL,335.65301100,23625.01186944,3964.90318444,0.10000000,-47733.95861195,-95697.97061194,손절 — 저가 333.00000000 ≤ SL 335.98900000,TREND,2022-01-13 09:45:00
67464,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,SELL,1598.58481500,4910.03052960,3924.55012290,0.10000000,-47248.14312544,-196499.09661372,손절 — 저가 1595.00000000 ≤ SL 1600.18500000,TREND,2022-01-13 11:45:00
69384,424,COMPOSITE_REGIME_ROUTER,KRW-DOGE,M15,SELL,209.73505500,42105.26315789,4415.47484210,0.10000000,814530.20936833,814530.20936833,익절 — 고가 211.00000000 ≥ TP 209.94500000,TREND,2022-01-13 14:00:00
66147,406,COMPOSITE_REGIME_ROUTER,KRW-DOGE,H1,BUY,216.21600000,37037.03703704,4004.00000000,0.10000000,0E-8,0E-8,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-14 10:00:00
62061,328,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-DOGE,H1,BUY,216.21600000,37037.03703704,4004.00000000,0.10000000,0E-8,0E-8,STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-14 10:00:00
61789,327,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-DOGE,H1,BUY,216.21600000,37037.03703704,4004.00000000,0.10000000,0E-8,0E-8,BUY score=0.50 [MACD:BUY(100) VWAP:SELL(100) GRID:HOLD(0)],TREND,2022-01-14 10:00:00
62062,328,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-DOGE,H1,SELL,212.14863900,37037.03703704,3928.67850000,0.10000000,-158575.67850001,-158575.67850001,손절 — 저가 212.00000000 ≤ SL 212.36100000,TREND,2022-01-14 13:00:00
66148,406,COMPOSITE_REGIME_ROUTER,KRW-DOGE,H1,SELL,212.14863900,37037.03703704,3928.67850000,0.10000000,-158575.67850001,-158575.67850001,손절 — 저가 212.00000000 ≤ SL 212.36100000,TREND,2022-01-14 13:00:00
61790,327,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-DOGE,H1,SELL,212.14863900,37037.03703704,3928.67850000,0.10000000,-158575.67850001,-158575.67850001,손절 — 저가 212.00000000 ≤ SL 212.36100000,TREND,2022-01-14 13:00:00
69385,424,COMPOSITE_REGIME_ROUTER,KRW-DOGE,M15,BUY,228.22800000,37945.71929825,4330.13781200,0.10000000,0E-8,814530.20936833,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-14 13:45:00
62407,330,COMPOSITE_BREAKOUT,KRW-DOGE,H1,BUY,230.23000000,34782.60869565,4004.00000000,0.10000000,0E-8,0E-8,BUY score=0.41 [ATR_BREAKOUT:BUY(96) VOLUME_DELTA:BUY(8) RSI:SELL(10) EMA_CROSS:HOLD(0)],TREND,2022-01-14 14:00:00
61655,325,COMPOSITE_BREAKOUT_ICHIMOKU,KRW-DOGE,H1,BUY,230.23000000,34782.60869565,4004.00000000,0.10000000,0E-8,0E-8,BUY score=0.41 [ATR_BREAKOUT:BUY(96) VOLUME_DELTA:BUY(8) RSI:SELL(10) EMA_CROSS:HOLD(0)],TREND,2022-01-14 14:00:00
62408,330,COMPOSITE_BREAKOUT,KRW-DOGE,H1,SELL,253.47127500,34782.60869565,4408.19608696,0.10000000,799979.97782603,799979.97782603,익절 — 고가 255.00000000 ≥ TP 253.72500000,TREND,2022-01-14 15:00:00
61656,325,COMPOSITE_BREAKOUT_ICHIMOKU,KRW-DOGE,H1,SELL,253.47127500,34782.60869565,4408.19608696,0.10000000,799979.97782603,799979.97782603,익절 — 고가 255.00000000 ≥ TP 253.72500000,TREND,2022-01-14 15:00:00
69386,424,COMPOSITE_REGIME_ROUTER,KRW-DOGE,M15,SELL,253.47127500,37945.71929825,4809.07492566,0.10000000,948735.01458087,1763265.22394921,익절 — 고가 255.00000000 ≥ TP 253.72500000,TREND,2022-01-14 15:15:00
69387,424,COMPOSITE_REGIME_ROUTER,KRW-DOGE,M15,BUY,234.23400000,40216.29059829,4710.01130600,0.10000000,0E-8,1763265.22394921,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-15 16:15:00
69388,424,COMPOSITE_REGIME_ROUTER,KRW-DOGE,M15,SELL,231.07269600,40216.29059829,4646.44334583,0.10000000,-136492.37498537,1626772.84896384,손절 — 저가 231.00000000 ≤ SL 231.30400000,TREND,2022-01-15 16:45:00
70129,425,COMPOSITE_REGIME_ROUTER,KRW-ETH,M15,BUY,4039035.00000000,1.98265180,4004.00000651,0.10000000,0E-8,0E-8,[TREND] BUY score=0.54 [MACD:BUY(85) SUPERTREND:BUY(40) GRID:HOLD(0)],TREND,2022-01-15 17:15:00
70130,425,COMPOSITE_REGIME_ROUTER,KRW-ETH,M15,SELL,4018872.10500000,1.98265180,3984.01200647,0.10000000,-47964.01207794,-47964.01207794,손절 — 저가 4022000.00000000 ≤ SL 4022895.00000000,TREND,2022-01-15 21:00:00
62949,337,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-ETH,H1,BUY,4079075.00000000,1.96319018,4003.99999174,0.10000000,0E-8,0E-8,STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-16 01:00:00
66377,407,COMPOSITE_REGIME_ROUTER,KRW-ETH,H1,BUY,4079075.00000000,1.96319018,4003.99999174,0.10000000,0E-8,0E-8,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-16 01:00:00
59323,291,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-ADA,H1,BUY,1556.55500000,5144.69453376,4004.00000000,0.10000000,0E-8,0E-8,BUY score=0.50 [MACD:BUY(100) SUPERTREND:SELL(50) GRID:HOLD(0)],TREND,2022-01-16 01:00:00
59107,289,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-ADA,H1,BUY,1556.55500000,5144.69453376,4004.00000000,0.10000000,0E-8,0E-8,BUY score=0.50 [MACD:BUY(100) VWAP:HOLD(0) GRID:HOLD(0)],TREND,2022-01-16 01:00:00
62681,335,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-ETH,H1,BUY,4079075.00000000,1.96319018,4003.99999174,0.10000000,0E-8,0E-8,BUY score=0.50 [MACD:BUY(100) VWAP:HOLD(0) GRID:HOLD(0)],TREND,2022-01-16 01:00:00
59108,289,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-ADA,H1,SELL,1538.82463500,5144.69453376,3958.39134405,0.10000000,-99179.70324112,-99179.70324112,손절 — 저가 1540.00000000 ≤ SL 1540.36500000,TREND,2022-01-16 03:00:00
59324,291,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-ADA,H1,SELL,1538.82463500,5144.69453376,3958.39134405,0.10000000,-99179.70324112,-99179.70324112,손절 — 저가 1540.00000000 ≤ SL 1540.36500000,TREND,2022-01-16 03:00:00
67465,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,BUY,1566.56500000,5011.37444089,3925.32190050,0.10000000,0E-8,-196499.09661372,[TREND] STRONG_BUY score=0.80 [MACD:BUY(100) SUPERTREND:BUY(100) GRID:HOLD(0)],TREND,2022-01-16 04:45:00
68723,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,BUY,327.32700000,24230.70948012,3965.68272100,0.10000000,0E-8,-95697.97061194,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:SELL(100)],TREND,2022-01-16 04:45:00
68724,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,SELL,325.69298100,24230.70948012,3945.88600116,0.10000000,-47505.00839616,-143202.97900810,손절 — 저가 326.00000000 ≤ SL 326.01900000,TREND,2022-01-16 05:15:00
71529,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,BUY,954.95400000,8157.57023061,3895.05216100,0.10000000,0E-8,-272096.91016821,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-16 05:15:00
62682,335,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-ETH,H1,SELL,4032816.14700000,1.96319018,3958.59252877,0.10000000,-98777.51846817,-98777.51846817,손절 — 저가 4034000.00000000 ≤ SL 4036853.00000000,TREND,2022-01-16 06:00:00
62950,337,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-ETH,H1,SELL,4032816.14700000,1.96319018,3958.59252877,0.10000000,-98777.51846817,-98777.51846817,손절 — 저가 4034000.00000000 ≤ SL 4036853.00000000,TREND,2022-01-16 06:00:00
66378,407,COMPOSITE_REGIME_ROUTER,KRW-ETH,H1,SELL,4032816.14700000,1.96319018,3958.59252877,0.10000000,-98777.51846817,-98777.51846817,손절 — 저가 4034000.00000000 ≤ SL 4036853.00000000,TREND,2022-01-16 06:00:00
71530,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,SELL,948.19485600,8157.57023061,3867.48306506,0.10000000,-62900.72710487,-334997.63727308,손절 — 저가 949.00000000 ≤ SL 949.14400000,TREND,2022-01-16 06:30:00
67466,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,SELL,1558.74469500,5011.37444089,3905.72666220,0.10000000,-47021.52515966,-243520.62177338,손절 — 저가 1560.00000000 ≤ SL 1560.30500000,TREND,2022-01-16 09:00:00
67467,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,BUY,1601.60000000,4878.24000000,3906.49459200,0.10000000,0E-8,-243520.62177338,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:SELL(100)],TREND,2022-01-16 10:30:00
71531,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,BUY,947.94700000,8164.73284055,3869.86700100,0.10000000,0E-8,-334997.63727308,[TREND] BUY score=0.50 [MACD:BUY(100) SUPERTREND:SELL(7) GRID:HOLD(0)],TREND,2022-01-16 19:00:00
71532,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,SELL,942.21883800,8164.73284055,3846.48254480,0.10000000,-54485.26194319,-389482.89921627,손절 — 저가 943.00000000 ≤ SL 943.16200000,TREND,2022-01-16 20:00:00
58335,284,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-AAVE,H1,BUY,294694.40000000,27.17391304,4003.99999949,0.10000000,0E-8,0E-8,BUY score=0.50 [MACD:BUY(100) VWAP:SELL(100) GRID:HOLD(0)],TREND,2022-01-16 22:00:00
58603,285,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-AAVE,H1,BUY,294694.40000000,27.17391304,4003.99999949,0.10000000,0E-8,0E-8,STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-16 22:00:00
65333,399,COMPOSITE_REGIME_ROUTER,KRW-AAVE,H1,BUY,294694.40000000,27.17391304,4003.99999949,0.10000000,0E-8,0E-8,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-16 22:00:00
62683,335,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-ETH,H1,BUY,4061057.00000000,1.95242248,3964.44948968,0.10000000,0E-8,-98777.51846817,BUY score=0.50 [MACD:BUY(100) VWAP:HOLD(0) GRID:HOLD(0)],TREND,2022-01-16 23:00:00
62951,337,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-ETH,H1,BUY,4061057.00000000,1.95242248,3964.44948968,0.10000000,0E-8,-98777.51846817,STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-16 23:00:00
58604,285,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-AAVE,H1,SELL,290434.47480000,27.17391304,3946.12058102,0.10000000,-123708.95752221,-123708.95752221,손절 — 저가 290400.00000000 ≤ SL 290725.20000000,TREND,2022-01-17 00:00:00
58336,284,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-AAVE,H1,SELL,290434.47480000,27.17391304,3946.12058102,0.10000000,-123708.95752221,-123708.95752221,손절 — 저가 290400.00000000 ≤ SL 290725.20000000,TREND,2022-01-17 00:00:00
65334,399,COMPOSITE_REGIME_ROUTER,KRW-AAVE,H1,SELL,290434.47480000,27.17391304,3946.12058102,0.10000000,-123708.95752221,-123708.95752221,손절 — 저가 290400.00000000 ≤ SL 290725.20000000,TREND,2022-01-17 00:00:00
62684,335,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-ETH,H1,SELL,4036800.15900000,1.95242248,3940.76968885,0.10000000,-55264.82084072,-154042.33930889,손절 — 저가 4025000.00000000 ≤ SL 4040841.00000000,TREND,2022-01-17 04:00:00
62952,337,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-ETH,H1,SELL,4036800.15900000,1.95242248,3940.76968885,0.10000000,-55264.82084072,-154042.33930889,손절 — 저가 4025000.00000000 ≤ SL 4040841.00000000,TREND,2022-01-17 04:00:00
67468,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,SELL,1784.23897500,4878.24000000,4351.97296870,0.10000000,882698.28584330,639177.66406992,익절 — 고가 1795.00000000 ≥ TP 1786.02500000,TREND,2022-01-17 11:30:00
59577,293,COMPOSITE_BREAKOUT,KRW-ADA,H1,BUY,1801.80000000,4444.44444444,4004.00000000,0.10000000,0E-8,0E-8,BUY score=0.42 [ATR_BREAKOUT:BUY(100) VOLUME_DELTA:BUY(6) RSI:SELL(24) EMA_CROSS:HOLD(0)],TREND,2022-01-17 12:00:00
59015,287,COMPOSITE_BREAKOUT_ICHIMOKU,KRW-ADA,H1,BUY,1801.80000000,4444.44444444,4004.00000000,0.10000000,0E-8,0E-8,BUY score=0.42 [ATR_BREAKOUT:BUY(100) VOLUME_DELTA:BUY(6) RSI:SELL(24) EMA_CROSS:HOLD(0)],TREND,2022-01-17 12:00:00
59578,293,COMPOSITE_BREAKOUT,KRW-ADA,H1,SELL,1757.94529500,4444.44444444,3906.54510000,0.10000000,-202820.34509981,-202820.34509981,손절 — 저가 1745.00000000 ≤ SL 1759.70500000,TREND,2022-01-17 14:00:00
59016,287,COMPOSITE_BREAKOUT_ICHIMOKU,KRW-ADA,H1,SELL,1757.94529500,4444.44444444,3906.54510000,0.10000000,-202820.34509981,-202820.34509981,손절 — 저가 1745.00000000 ≤ SL 1759.70500000,TREND,2022-01-17 14:00:00
67469,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,BUY,1816.81500000,4689.44462810,4259.92667100,0.10000000,0E-8,639177.66406992,[TREND] BUY score=0.52 [MACD:BUY(73) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-17 15:00:00
67470,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,SELL,1807.74544500,4689.44462810,4238.66108301,0.10000000,-51029.76372802,588147.90034190,손절 — 저가 1795.00000000 ≤ SL 1809.55500000,TREND,2022-01-18 00:45:00
67471,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,BUY,1891.89000000,4481.75555556,4239.49425900,0.10000000,0E-8,588147.90034190,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-18 08:15:00
67472,417,COMPOSITE_REGIME_ROUTER,KRW-ADA,M15,SELL,1882.44567000,4481.75555556,4218.33066978,0.10000000,-50785.00337482,537362.89696708,손절 — 저가 1870.00000000 ≤ SL 1884.33000000,TREND,2022-01-18 13:15:00
69389,424,COMPOSITE_REGIME_ROUTER,KRW-DOGE,M15,BUY,201.20100000,46275.71144279,4655.35970900,0.10000000,0E-8,1626772.84896384,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-20 22:45:00
70131,425,COMPOSITE_REGIME_ROUTER,KRW-ETH,M15,BUY,3839836.00000000,2.07550287,3984.79531916,0.10000000,0E-8,-47964.01207794,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-20 22:45:00
69390,424,COMPOSITE_REGIME_ROUTER,KRW-DOGE,M15,SELL,200.19660300,46275.71144279,4632.12011613,0.10000000,-55766.66557113,1571006.18339270,손절 — 저가 200.00000000 ≤ SL 200.39700000,TREND,2022-01-21 01:15:00
70132,425,COMPOSITE_REGIME_ROUTER,KRW-ETH,M15,SELL,3814691.49000000,2.07550287,3958.70156783,0.10000000,-60130.99955673,-108095.01163467,손절 — 저가 3767000.00000000 ≤ SL 3818510.00000000,TREND,2022-01-21 06:30:00
67027,416,COMPOSITE_REGIME_ROUTER,KRW-AAVE,M15,BUY,187287.10000000,42.47378942,3977.39642324,0.10000000,0E-8,-66442.06302056,[TREND] BUY score=0.59 [MACD:BUY(87) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-25 21:45:00
68371,422,COMPOSITE_REGIME_ROUTER,KRW-BTC,M15,BUY,44716672.00000000,0.17908309,4003.99989814,0.10000000,0E-8,0E-8,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:SELL(80)],TREND,2022-01-25 21:45:00
67028,416,COMPOSITE_REGIME_ROUTER,KRW-AAVE,M15,SELL,183712.75335000,42.47378942,3901.48839978,0.10000000,-159694.93174920,-226136.99476977,손절 — 저가 183300.00000000 ≤ SL 183896.65000000,TREND,2022-01-25 22:15:00
68372,422,COMPOSITE_REGIME_ROUTER,KRW-BTC,M15,SELL,44383885.68600000,0.17908309,3974.20169743,0.10000000,-67574.60301640,-67574.60301640,손절 — 저가 44215000.00000000 ≤ SL 44428314.00000000,TREND,2022-01-25 23:45:00
70133,425,COMPOSITE_REGIME_ROUTER,KRW-ETH,M15,BUY,2986984.00000000,2.65198525,3960.71875499,0.10000000,0E-8,-108095.01163467,[TREND] BUY score=0.46 [MACD:BUY(63) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-25 23:45:00
71533,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,BUY,741.74100000,10375.72739541,3848.05120700,0.10000000,0E-8,-389482.89921627,[TREND] BUY score=0.59 [MACD:BUY(88) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-25 23:45:00
71534,432,COMPOSITE_REGIME_ROUTER,KRW-XRP,M15,SELL,738.03822300,10375.72739541,3828.84170462,0.10000000,-46095.89766961,-435578.79688588,손절 — 저가 738.00000000 ≤ SL 738.77700000,TREND,2022-01-26 05:00:00
70134,425,COMPOSITE_REGIME_ROUTER,KRW-ETH,M15,SELL,2967092.93700000,2.65198525,3934.34335215,0.10000000,-60645.86778996,-168740.87942464,손절 — 저가 2958000.00000000 ≤ SL 2970063.00000000,TREND,2022-01-26 05:30:00
68725,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,BUY,218.21800000,36171.73394495,3946.66171900,0.10000000,0E-8,-143202.97900810,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-26 17:45:00
68726,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,SELL,215.13664800,36171.73394495,3890.93279663,0.10000000,-119295.43925037,-262498.41825847,손절 — 저가 215.00000000 ≤ SL 215.35200000,TREND,2022-01-26 18:15:00
66149,406,COMPOSITE_REGIME_ROUTER,KRW-DOGE,H1,BUY,181.18100000,43498.00552486,3940.50606950,0.10000000,0E-8,-158575.67850001,[TREND] BUY score=0.56 [MACD:BUY(82) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-26 20:00:00
61791,327,COMPOSITE_MOMENTUM_ICHIMOKU,KRW-DOGE,H1,BUY,181.18100000,43498.00552486,3940.50606950,0.10000000,0E-8,-158575.67850001,BUY score=0.41 [MACD:BUY(82) VWAP:SELL(76) GRID:HOLD(0)],TREND,2022-01-26 20:00:00
62063,328,COMPOSITE_MOMENTUM_ICHIMOKU_V2,KRW-DOGE,H1,BUY,181.18100000,43498.00552486,3940.50606950,0.10000000,0E-8,-158575.67850001,BUY score=0.56 [MACD:BUY(82) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-26 20:00:00
67029,416,COMPOSITE_REGIME_ROUTER,KRW-AAVE,M15,BUY,190490.30000000,41.08822911,3913.45454482,0.10000000,0E-8,-226136.99476977,[TREND] STRONG_BUY score=0.65 [MACD:BUY(100) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-26 20:00:00
68727,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,BUY,216.21600000,36064.81944444,3898.89550050,0.10000000,0E-8,-262498.41825847,[TREND] BUY score=0.43 [MACD:BUY(56) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-26 21:15:00
68728,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,SELL,215.13664800,36064.81944444,3879.43218300,0.10000000,-46704.96268050,-309203.38093896,손절 — 저가 215.00000000 ≤ SL 215.35200000,TREND,2022-01-26 22:15:00
68729,423,COMPOSITE_REGIME_ROUTER,KRW-CHZ,M15,BUY,218.21800000,35562.55504587,3880.19481850,0.10000000,0E-8,-309203.38093896,[TREND] STRONG_BUY score=0.61 [MACD:BUY(92) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-26 22:30:00
70765,429,COMPOSITE_REGIME_ROUTER,KRW-SOL,M15,BUY,119919.80000000,66.77796327,4003.99999987,0.10000000,0E-8,0E-8,[TREND] BUY score=0.45 [MACD:BUY(60) SUPERTREND:BUY(50) GRID:HOLD(0)],TREND,2022-01-26 22:30:00
70766,429,COMPOSITE_REGIME_ROUTER,KRW-SOL,M15,SELL,119370.95955000,66.77796327,3985.67477617,0.10000000,-44640.12218723,-44640.12218723,손절 — 저가 119350.00000000 ≤ SL 119490.45000000,TREND,2022-01-27 00:15:00
